Name,Title,aiconalt,View,State,View1,asizebase
VINEET KUMAR PRASAD,Good Product,4.0 out of 5 stars,"Reviewed in India on September 9, 2019",Verified Purchase,Must Buy Product at 300 watts,
Reena Nagaria,Must to Buy,5.0 out of 5 stars,"Reviewed in India on January 24, 2021",Verified Purchase,"Best Blender in world and best company in world i make cake,cream,cookiee etc Must to buy Best product",
Sunil N,Good quality,5.0 out of 5 stars,"Reviewed in India on June 14, 2022",Verified Purchase,Good Quality and Easy to use,
Binoy Mathew,Nice Product,5.0 out of 5 stars,"Reviewed in India on November 18, 2020",Verified Purchase,V .Good,
Sam,Worth it,5.0 out of 5 stars,"Reviewed in India on August 16, 2021",Verified Purchase,"Worth the money, does its job very well",
Darshana Suryawanshi,Very good ☺️,5.0 out of 5 stars,"Reviewed in India on January 4, 2022",Verified Purchase,Very easy to use this... I'm very very happy to this product 🤗thank u so much 😊,
Vinoth K.,Over speed,4.0 out of 5 stars,"Reviewed in India on July 14, 2021",Verified Purchase,Quite faster in low speed itself.. Getting spitted around,
Mayukh Bal,A very neat and handy product,5.0 out of 5 stars,"Reviewed in India on January 26, 2022",Verified Purchase,"Very handy, easy to use and maintain.",
Omkar,Good quality product,4.0 out of 5 stars,"Reviewed in India on July 22, 2022",Verified Purchase,Nice product. Easy to use. Powerfull motor,
Amazon Customer,Good,5.0 out of 5 stars,"Reviewed in India on May 19, 2019",Verified Purchase,So far so good have been using since 2 months now no trouble at all and it’s living to its expectation.,
Ankurita deka datta,very good using last 5 month,5.0 out of 5 stars,"Reviewed in India on September 12, 2020",Verified Purchase,"using last 5 month no issue, very very good product",
Nishant Nag,Amazing product...,4.0 out of 5 stars,"Reviewed in India on August 11, 2021",Verified Purchase,"Amazing product....easy to use,easy to clean...light weighted. I love this product",
Nitin,Poor packaging,1.0 out of 5 stars,"Reviewed in India on November 12, 2020",Verified Purchase,Product is excellent but packaging of the product was third class. Therefore I rate it as poor.,
LV,Good product,4.0 out of 5 stars,"Reviewed in India on November 21, 2019",Verified Purchase,I am using for baking and works well so far,
Ishita ,Nice product...,5.0 out of 5 stars,"Reviewed in India on July 29, 2019",Verified Purchase,its very good product... light.. easy to use... loved it..,
Vidya Wani,It's my favorite gadget in my kitchen,5.0 out of 5 stars,"Reviewed in India on June 30, 2021",Verified Purchase,"It is very easy to use
This item is in my wish list
Finally I brought it 😊😊",
sushanta chakraborty,Good,5.0 out of 5 stars,"Reviewed in India on May 24, 2021",Verified Purchase,Good product,
PremmiDavid,Very Good,5.0 out of 5 stars,"Reviewed in India on May 26, 2021",Verified Purchase,Thank You So Much.. What a Speed it is.. OMG..,
Saluja b.,Motor got burn,3.0 out of 5 stars,"Reviewed in India on February 26, 2021",Verified Purchase,In just 6 months motor got burn and when we complain in warranty no one is replying,
SRIKANT BHATTACHARJEE (TTL),Awesome product,5.0 out of 5 stars,"Reviewed in India on July 16, 2021",Verified Purchase,"In simple word, don't  think much  just go for it..ultimate product.",
Atul saini,Superb product,5.0 out of 5 stars,"Reviewed in India on April 15, 2022",Verified Purchase,Worth every penny buy without any doubt,
Vikram Rasal,Nice Product,4.0 out of 5 stars,"Reviewed in India on July 17, 2022",Verified Purchase,Nice product & easy to use also.,
anuppawar1,Satisfied,5.0 out of 5 stars,"Reviewed in India on January 26, 2020",Verified Purchase,"To early to give review but till date all good
We can give actual feedback after atleast 6 month use",
Amazon Customer,Very nice product 👍,5.0 out of 5 stars,"Reviewed in India on November 21, 2021",Verified Purchase,Very nice product and easy to use @ Kitchen,
Suhas Takale,It's like duplicate due to made in china,3.0 out of 5 stars,"Reviewed in India on August 21, 2021",Verified Purchase,Not good,One person found this helpful
Rochak Khanna,Very bad quality,1.0 out of 5 stars,"Reviewed in India on March 20, 2022",Verified Purchase,Stoped working within 6 months of purchase.,
jyoti,Must buy,5.0 out of 5 stars,"Reviewed in India on September 23, 2021",Verified Purchase,Mujhe ye product acha laga mai I blender ko mostly dudh ke malaye ko blend karte h.,
Zainab Parveen,Nice hand blender,5.0 out of 5 stars,"Reviewed in India on April 4, 2022",Verified Purchase,Nice hand blender,
User,Great product.,5.0 out of 5 stars,"Reviewed in India on August 14, 2021",Verified Purchase,Easy to use . Great results.,
vikas lulle,Nice product,5.0 out of 5 stars,"Reviewed in India on April 12, 2022",Verified Purchase,Cake 🍰,
Aneeskhan,👌,5.0 out of 5 stars,"Reviewed in India on August 17, 2019",Verified Purchase,"Very good product.
D best beater I have used by far",
farzana,Very good beater,5.0 out of 5 stars,"Reviewed in India on September 16, 2021",Verified Purchase,I really like the beater.. it serves its purpose very well,
Yamini,Worth the price,5.0 out of 5 stars,"Reviewed in India on June 6, 2020",Verified Purchase,"Amazing product 😍
Loved the way my buttercream frosting turned out ❤️",
Pankaj,Good quality,5.0 out of 5 stars,"Reviewed in India on September 5, 2021",Verified Purchase,Good quality,
Faustina Alwin,Thumbs up,5.0 out of 5 stars,"Reviewed in India on May 29, 2020",Verified Purchase,Go for it,
AMARESH,"Efficient, Effective and an Elegant product.",5.0 out of 5 stars,"Reviewed in India on May 1, 2022",Verified Purchase,Awesome,
Rakesh Sarode,Brilliant quality.,5.0 out of 5 stars,"Reviewed in India on March 31, 2022",Verified Purchase,"Good quality product.
Working smooth.
Easy to handle.",
Gaurav,Not a good quality product,2.0 out of 5 stars,"Reviewed in India on May 10, 2021",Verified Purchase,Arms are not good they are not straight,
Kanchan Singh,Worth,4.0 out of 5 stars,"Reviewed in India on July 17, 2021",Verified Purchase,Everything is going good,
Asmita,Worst product,2.0 out of 5 stars,"Reviewed in India on August 18, 2020",Verified Purchase,The blades of the beater get damaged only in 3 to 4 use now it is not working.,One person found this helpful
D,10/10,5.0 out of 5 stars,"Reviewed in India on December 30, 2021",Verified Purchase,As expected from Philips! Worthy every penny,
Shilpa Panish,Worth for money and easy to use,5.0 out of 5 stars,"Reviewed in India on June 16, 2021",Verified Purchase,Video Player is loading.,
Pura Roshna,Satisfied. Looks standard.,3.0 out of 5 stars,"Reviewed in India on December 2, 2021",Verified Purchase,Satisfied. Looks standard.,
True reviewer,Nice Product for cream beating...,4.0 out of 5 stars,"Reviewed in India on July 16, 2021",Verified Purchase,"Packaging should be improved. Very poor packaging.
Overall the product is very nice.",
Amazon Customer,Inferior quality it broken after 2 mthd wt to do any ans,2.0 out of 5 stars,"Reviewed in India on July 24, 2021",Verified Purchase,Within 2 mthd it's break,One person found this helpful
Rakesh Kulkarni ,Best at this  price,5.0 out of 5 stars,"Reviewed in India on July 29, 2021",Verified Purchase,"Best As its price,
No heating issue..",
nilay p.,Not give service,2.0 out of 5 stars,"Reviewed in India on February 25, 2020",Verified Purchase,Philips service is very bead . Service center person is say you come with your product with our service center ..,
Nidhi chaturvedi,Good,4.0 out of 5 stars,"Reviewed in India on December 27, 2021",Verified Purchase,Very handy and have long attachments. Little heavy,
Priyanka rai,Good,4.0 out of 5 stars,"Reviewed in India on October 4, 2021",Verified Purchase,Garam jaldi ho raha h,One person found this helpful
Sujoy ,Must buy,5.0 out of 5 stars,"Reviewed in India on December 11, 2019",Verified Purchase,Good product,
Mohammed,Value for money,5.0 out of 5 stars,"Reviewed in India on February 24, 2021",Verified Purchase,Over all item is good...,
KAMAL,good,5.0 out of 5 stars,"Reviewed in India on July 29, 2021",Verified Purchase,value for money,
Pankaj Dhami,Got the used one,1.0 out of 5 stars,"Reviewed in India on May 17, 2021",Verified Purchase,Product is good. But giving only one star as i got used one. Extremely unhappy with the service.,
Amazon Customer,Philips beater,5.0 out of 5 stars,"Reviewed in India on June 24, 2020",Verified Purchase,Perfect beater,
umesh mali,Perfect product,5.0 out of 5 stars,"Reviewed in India on May 31, 2022",Verified Purchase,Good,
Ujjwal,Easy to use,5.0 out of 5 stars,"Reviewed in India on June 29, 2021",Verified Purchase,"Good quality and light weight.
Super easy for making cakes and whipping cream.",
Amazon Customer,Good one,4.0 out of 5 stars,"Reviewed in India on July 5, 2021",Verified Purchase,Good product,
pratap singh,Excellent,5.0 out of 5 stars,"Reviewed in India on April 3, 2022",Verified Purchase,Awesome product,
Sujeet ,Usefull,5.0 out of 5 stars,"Reviewed in India on June 25, 2021",Verified Purchase,Good,
sandeep kumar mekala,Why waiting when Phillips is here,5.0 out of 5 stars,"Reviewed in India on December 3, 2021",Verified Purchase,It's easy to use and working in very good condition i recommend it..,
sonal,Performance,1.0 out of 5 stars,"Reviewed in India on July 18, 2021",Verified Purchase,Performance are not good i want return it plz return it,
Abhijeet kulkarni,Nice product,5.0 out of 5 stars,"Reviewed in India on February 19, 2022",Verified Purchase,Nice product,
Vijender kumar,Nice product,5.0 out of 5 stars,"Reviewed in India on June 23, 2021",Verified Purchase,This product is very good and product quality is also good,
Abdullah Al Faruq,Very good product,5.0 out of 5 stars,"Reviewed in India on December 1, 2019",Verified Purchase,Lovely product.,
Shweta Pawar,I didn’t like this,1.0 out of 5 stars,"Reviewed in India on June 14, 2019",Verified Purchase,I didn’t like this product.. it’s very hard to use.. even if we have large quantity it doesn’t work well,
Ali Abbas Merchant,The pack was damaged.,4.0 out of 5 stars,"Reviewed in India on May 10, 2021",Verified Purchase,The product was damaged. But it is a good product.,
Manohar Beng,Easy and convenient to use,5.0 out of 5 stars,"Reviewed in India on January 4, 2022",Verified Purchase,Like it's functionality and power,
mukesh,"Need help, as product failed in one use",1.0 out of 5 stars,"Reviewed in India on August 13, 2021",Verified Purchase,"To beat the whipping cream, with one use, fumes came out and now it it not working",
Khalil Khan,Sturdy and good quality,5.0 out of 5 stars,"Reviewed in India on August 27, 2021",Verified Purchase,Go for it,
Latest M,Easy to use product,5.0 out of 5 stars,"Reviewed in India on December 11, 2021",Verified Purchase,I like this product.,
Sanjukta Ghosh,Nice,4.0 out of 5 stars,"Reviewed in India on February 9, 2022",Verified Purchase,Nice product,
Amazon Customer,My Mixer didnt work at all,1.0 out of 5 stars,"Reviewed in India on November 8, 2021",Verified Purchase,"My Mixer didnt work at all, didnt even turn on",
AMINUR RASHID,As like given image,4.0 out of 5 stars,"Reviewed in India on March 7, 2022",Verified Purchase,Product  was good as described,
Mikita a.,Superb products.  Go for it .,5.0 out of 5 stars,"Reviewed in India on February 25, 2022",Verified Purchase,Super products. Go for it,
Sanchit Goyal,It's a good product.,5.0 out of 5 stars,"Reviewed in India on May 6, 2022",Verified Purchase,Definitely a good product to use.,
Rolli k.,Super product,5.0 out of 5 stars,"Reviewed in India on May 31, 2021",Verified Purchase,Cream smoothly volume cover krti h or lit sound k sath low weight h it's really work nicely,
Shashikant I.,Best product,5.0 out of 5 stars,"Reviewed in India on November 28, 2020",Verified Purchase,Product fulfilled our expectations... Specially it is very useful for making whipped cream. Worth buying...,
Dr S.K. Srivastava,good,5.0 out of 5 stars,"Reviewed in India on April 5, 2021",Verified Purchase,"good, you can proceed",
Bhavya Rajpoot,Good product,5.0 out of 5 stars,"Reviewed in India on June 22, 2021",Verified Purchase,Overall good product loved it easy to handle easy to use and color is too good ..,
Divya Swarup ,Good,5.0 out of 5 stars,"Reviewed in India on June 27, 2019",Verified Purchase,"Havent used much.. Bt its gud, i m finding speed little slow as compared to my previous blender, bt gud for small portion batter.",
saumitri samantarai,Very useful,4.0 out of 5 stars,"Reviewed in India on November 27, 2019",Verified Purchase,Very good,
Sarjil shaikh,My mom like it.,4.0 out of 5 stars,"Reviewed in India on May 7, 2021",Verified Purchase,"Light weight, product maintain brand name.. Philips 👍",
Namita,its made in China,4.0 out of 5 stars,"Reviewed in India on October 17, 2020",Verified Purchase,Just received nice but made in china...,One person found this helpful
Mangesh borkar,Nice brand and quality,4.0 out of 5 stars,"Reviewed in India on November 9, 2018",Verified Purchase,Nice brand and product.,2 people found this helpful
